"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","BELL","027","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,359",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","BOSQUE","035","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,158",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","COLLIN","085","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,462",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","COOKE","097","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,489",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","CORYELL","099","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,004",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","DALLAS","113","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,305",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","DELTA","119","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,614",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","DENTON","121","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,574",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","ELLIS","139","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,445",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","FALLS","145","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,588",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","FANNIN","147","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,939",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","GRAYSON","181","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,034",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","HAMILTON","193","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,711",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","HILL","217","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,841",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","HUNT","231","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,466",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","JOHNSON","251","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,408",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","KAUFMAN","257","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,614",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","LAMAR","277","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,646",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","LIMESTONE","293","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,566",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","MCLENNAN","309","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,062",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","MILAM","331","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,914",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","NAVARRO","349","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,612",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","ROCKWALL","397","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","4,513",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","TARRANT","439","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,627",""
"CENSUS","2007","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","WILLIAMSON","491","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,816",""
