"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","BELL","027","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,282","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","BOSQUE","035","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,483","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","COLLIN","085","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,946","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","COOKE","097","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,307","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","CORYELL","099","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,606","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","DALLAS","113","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","8,097","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","DELTA","119","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","1,968","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","DENTON","121","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","9,550","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","ELLIS","139","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","3,211","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","FALLS","145","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,513","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","FANNIN","147","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,873","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","GRAYSON","181","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","6,770","18.7"
"CENSUS","2017","END OF DEC","","COUNTY","TEXAS","48","BLACKLANDS","40","HAMILTON","193","","","00000000","","AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","TOTAL","NOT SPECIFIED","2,510","18.7"
